|text|score
483|Для лёгкого, ненапрягающего чтения.|7
484|После книги можно и подумать.|7
485|Очень легкая книжка, из тех, что читаются на одном дыхании, но и забываются через день...|7
486|Мне реально понравилось. Главная мысль романа - дороги, которые мы выбираем, расстановка жизненных приоритетов и т.п. Дамам понравится антураж - издательство модного журнала, громкие марки и все такое.|7
487|"Думаю доля художественного вымысла в ней есть, но все равно ужас....Порылась вчера в новостях - нашла кучу ссылок на ""убийства чести"" - это просто кошмар......Как можно????? Книгу думаю почитать стоит, мне понравилось."|7
488|Долгий-долгий водевиль с ностальгическим финалом.|7
489|"Вся серия неплохая...Но мне больше понравился ""Лабиринт отражений"". Мне кажется, что в этом случае первая книга действительно сильнее."|7
490|Интересная книга на вечер (особенно когда чувствуешь себя одиноко...)|7
491|Интересно, но как-то слабее остальных.|7
492|Верно режисеры сделали, так что несколько книг в один фильм сжали, иначе нудище было еще то. Как фантаст Лукьяненко слаб. Такого напридумывал, что сам запутался.|7
493|Очень легкая, незапоминающаяся книга. Хороша для метро и ленивого вечера. Читается быстро - одной ночи хватит.|7
494|Несколько пакостно, но в общем - впечатление неплохое. Особо понравилась защита в суде!|7
495|"Мило, щемяще, смешно! Очень хорошее ""послевкусие"" :)))"|7
496|Kнижка неплохая, главная героиня понравилась. Но вот аннотация... Кроме имен героев, ничего общего с содержанием романа...|7
497|С одной стороны, достаточно предсказуемо и простенько, но с другое - раздражения не вызывает, вполне читабельно.|7
498|Интересно, но как-то простенько. Но юмор понравился :-)|7
499|"На мой взгляд, слишком политично. Стругацкие в этой книге высмеивают бюрократизм и т.п. В отличие от ""Понедельник..."", я почти не получила никакого удовольствия от прочтения. Как говориться, ставлю 7, но имею ввиду 3"|7
500|Книга содержит огромное количество притч, мудростей, но все они не связаны в одну общую историю, не объединены главной ключевой мыслью. Минирассказы-притчи отделяются друг от друга лишь абзацем, а потому при чтении получается, что скачешь с одной мысли на другую. Смысл многих идей и мыслей, которые Пауло Коэльо хотел донести до читателей, уловим и понятен, но они малозапоминаемы и даже тускнеют из-за их обилия. Читалось довольно медленно и сложно.|7
501|Легкое, приятное чтиво в жанре фэнтези.. Понравилось.|7
502|Достаточно легкая ненавязчивая книга. Особо хочу отметить последнюю часть книги. Вот там действительно - тонко и изящно. Книга абсолютно незапоминающааяся, хороша для чтения во время отпуска :)|7
503|"За ""Восток есть восток"" бралась с легким сердцем, потому как и рецензии на него хорошие, и вообще люди хвалят. По прочтении с рецензентами согласилась, только не поняла, ту ли книжку я читала. Даже самая краткая аннотация к роману гласит примерно следующее: ""автор пишет о конфликте западной и восточной культур"". Хм...ну если счесть злоключения японца-полукровки (мать - японка, папаша - американский хиппи), который вместо того, чтобы собрать денег на самолет, и попасть в Америку традиционным способом, предпочитает спрыгнуть с парохода, и плыть к обетованным берегам по морю-океану ""вручную"", предпосылкой к конфликту культур, тогда я не спорю с аннотациями. Но все же, мне показалось, что книжка совсем не о том, и придурочного, начитавшегося Мисимы, японца Хиро, прибило к берегу, на котором расположился пансион для американских писателей с говорящим названием ""Танатопсис-хауз"", только для того, чтобы Бойл всласть поиздевался над современной западной литературой, и писательскими нравами в частности. Хорошая богатая женщина, решившая сделать что-то приятное для человечества, открывает эдакий инкубатор для писателей. По вечерам они общаются в ее гостиной, а утром расходятся по уединенным лесным домикам, и с перерывом на изысканный обед ""с доставкой"", творят, не жалея себя. К порогу одной из этих писательниц - относительно молодой и не слишком талантливой Рути, и приходит облепленный пиявками, успевший нарушить пару-тройку законов, Хиро, на которого объявлена охота местным шерифом. Рути - любовница сына меценатки, дамочка романтичная и испытывающая творческий кризис. Она берется помочь бедолаге, который не может сказать по-английски и двух слов, дает ему кров, кормит его тем дерьмом, которое продается в ближайшем супермаркете под видом японской еды, и строит планы, как вывезти Хиро в большой город. Японец влюбляется в свою благодетельницу, но не перестает мечтать о Городе братской любви - должен же найтись хоть один такой в большой Америке. Рути по вечерам блещет в гостиной, постепенно завоевывая положение ""царицы улья"" - маститые писатели лобызают ее ручки, и с удовольствием слушают ее лепет. Все рушится в одночасье - в ""Танатопсис-хауз"" прибывает ее закадычная соперница, красотка и преуспевающая писательница, прославившаяся на ниве эротического романа. Японец сбегает в неизвестном направлении, а Рути попадает под пристальное внимание полиции... Говорят, что Стивен Кинг был в восторге от описанной Бойлом атмосферы писательского пансиона. Именно в такой обстановке, согласно его мнению, и должны появляться на свет великие шедевры. Возможно, что так оно и есть. И может быть, найдется скучающий меценат, который захочет собрать в подобном ""Танатопсисе"", русскоязычных писателей. Правда, вряд ли в таком санатории проканает идея светских вечеров. Русские писатели - народ широкой души, могут и передраться нафиг."|7
504|"Согласен с другими отзывами, что один из лучших переводов с названием ""Луна жестко стелет"". Это чуть ли не единственный раз, когда я больше был впечатлен самим переводом, чем произведением. Даже если не прочтете, то ничего не потеряете."|7
505|Читабельно, но мне не очень понравилось - многовато Реальности :) Если на душе худо - лучше Фрая почитать, по моему...|7
506|Серия не плохая. Но как то второй раз читать не тянет. Фанатам виртуала подойдет. Матрицу конечно переплюнул.|7
507|Хорошая фантастика, особенно для подросткового возраста от 13 до 16. Хотя я прочел с удовольствием и в 21.|7
508|Читать интересно, но надо перечитывать, надолго в мозгу не задержалось.|7
509|после прочтения этой книжки я посмотрела на мир гламура и блеска совершенно другими глазами. Многое, оказывается, скрыто под красивой глянцевой обложкой...|7
510|Я бы сказал хорошо, не отлично, но!|7
511|"После прочтения ""Кода да Винчи"", ""Ангелы и Демоны"" и ""Точки обмана"" кажется, что автор обманывает тебя. Один и тот же сюжет и сплошные глупые головоломки"|7
512|Читала года 3-4 назад. Скачала - перечитаю. Запомнились веселые моменты. Перечитаю...вспомню..думаю оценю выше. По итогам прошлого прочтения...нормально!|7
513|Читала..но по-моему так и не дочитала до конца. Мнение двоякое. Помню, что было интересно. С другой стороны...столько героев..еще и имена все похожие вносили сумбур.|7
514|Читала в школьной программе. Может когда-нибудь и перечитаю.Читалось ровно без сильных эмоций|7
515|прочитал и очень понравилось, как и предыдущие 5. прочитал, кстати, за 2 дня... да и это, мне не 15 лет, так что думаю книга заинтересует и старшее поколение|7
516|если не принимать во внимание желтогазетный оттенок книги можно найти в ней довольно занимательные статьи,ну и бреда полно, а la Бушков|7
517|Приятная весчь. Не эпохальное творене конечно, но читается весьма и весьма приятно. На мой вкус остальные книги серии посильней будут. Это всё таки - дебют. Так что книге - твёрдая четвёрка, а автору - творческих успехов! ;о))|7
518|"Немного хаотично, с длинными отступлениями в сторону, но очень интересно, как и почти все, написанное историками ""школы анналов"". Вообще, вся серия Великие Цивилизации очень хороша."|7
519|да неплохо,легко,наивно, наверно, благодаря этому кажется необычным, но...сказать что-то больше не могу и перечитывать не буду...|7
520|интересно, легко и ненавязчиво.. В памяти не остается? Ну и что! Не все же время на серьезную литературу тратить.|7
521|мне бы хотелось верить,что человек венец творения но это не так. Инопланетяне_ где вы!|7
522|Хотелось каждый вечер, вернувшись домой, находить там свежеприготовленный фруктовый салат, билеты в театр, и секс. Лин|7
523|Я лежу, я мелок, я на мели, я мелко дышу, но пытаюсь думать глубоко. вот и я пытаюсь думать глубоко.|7
524|Средне.. Хотя если бы я чтала эту книгу не в 18 лет а раньше - наверное было бы интереснее. читать можно)|7
525|Книга наводит на многие интересные мысли, но безумно мрачная и безысходная. Имхо сложно сказать, насколько это оправдано.|7
526|Я так плакала в конце... Так было обидно и больно... Все таки это вещь, которая заставляет думать и переживать многое...|7
527|"Написано-то хорошо, и самое главное для тех лет - в духе времени. Хотя мне несколько непонятны столь возторженные отзывы и ""десятки"". Для меня все герои ушли вместе с золотым веком, Одиссеем и Ахиллесом. Да, у нас в стране были ""эпические времена"", но ""великие идеи"" и проч. в наше прагматичное время должны остаться в прошлом. Семерка"|7
528|Мост через вечность гораздо лучше)|7
529|Эта книга мне очень помогла при сдаче зачета по Психологии и педагогике. Я засыпала преподов интересными примерами манипуляций в обществе.|7
530|Читала в детстве. Мало что поняла.|7
531|Это, конечно, не тот Вербер, которого мы так любим, но это достойный Вербер для ознакомления. Что будут делать люди, которые попадут в банку для опытов? - вот сюжет книги. Наверное интересно смотреть это произведение на сцене театра (кстати оно сейчас идёт во Франции). А вот как литература - она слишком мала, сюжет маленький и скомканый. Вот неверное и всё, что можно сказать )|7
532|"После ""Театра"" еле проглотила. Причем эти два романа всегда продаются вместе. Это можно сравнить с тем. как в советские времена давали кости в довесок)"|7
533|Не смотрела фильм, не знаю ничего сказать не могу. Книга в общем понравилась, показалось что немного затянуто посередине, но финал все оправдывает.|7
534|Оставляет тягостное впечатление, но читать интересно...|7
535|Классика. Пожалуй, единственная вещь, которая мне нравится у Грина.|7
536|мне нравится легкий язык автора. Идеальное чтиво во время поездок на дальние расстояния или во время отпуска. Но есть небольшой минус- где-то в середине истории устаешь от одного и тоже юмора и мечтаешь, чтобы роман побыстрее закончился. И даже несмотря на это, хорошее настроение гарантировано.|7
537|А мне даже понравилось. Чушь со смыслом. :) Просто интересно почитать, особенно людям с богатым воображением.|7
538|Книга интересна своим подходом и тем, что многие вещи, о которых говорится в ней, близки практически каждому человеку. Каждый хоть раз задумывался о чем-то подобном.|7
539|Книга не оставила особых впечатлений. Сюжет захватывает. В принципе, можно в определенной доле соотнести написанное с тем, что происходит в реальности. Коробит язык написания.|7
540|"Если сначала прочитать Толкиена ""Властелин колец"", то вся трилогия ""Кольцо тьмы"" наверняка не понравится. Если же воспринимать это произведение как самостоятельное повествование и не связывать его с ""Властелином колец"", то интересно. Правда иногда, на мой взгляд, немного затянуто."|7
541|"очередная история про даму с рублевки по схеме ""шут и королева"". не самая удачная история но и не такая уж плохая, почитать можно вполне, если вам еще не надоела эта тематика."|7
542|Читается за одну ночь, но жутко как-то после прочтения...|7
543|самый настоящий детектив в русской классике|7
544|Узнала кой-чего нового, но ничего ужасного или шокирующего не увидела. Всякое случается. Мне понравилось. Ярко.|7
545|легко интересно. только фандорина в конце очень жалко|7
546|"Удивительная вещь - как начинаешь читать нобелевских лауреатов, так просто удивляешься. ""Доктор Живаго"", ""Один день Мвана Денисовича, ""Пианистка"", ""Чёрная книга"" - это же заснуть можно. Убеждаюсь в том, что такие премии дают не конкретно за объявленное произведение, а за общественную работу, протест традициям и подобную абстрактность. Опять же не нравится, когда автор не объясняет чётко в какое время происходит действие и в какой местности. Вместо того, чтобы проникаться начальными характерами героев, ты напрягаешься понять в какой стране они живут. И количество персонажей. Когда пишешь эпическое произведение, затрагивающее несколько поколений, нельзя обходиться тремя героями. Это ясно. Но зачем же всех мужчин называть Аурелиано или Аркадио (или смеси этих имён с Хосе), а всех женщин - Амаранта. Дань традициям? Но читать неудобно. Особенно когда путаешься, кто из них отец, дед, племянник, брат, муж и любовник. Герои спят с тётками, братьями, сёстрами и всю книгу ждут, что у них родятся дети со свинными хвостами. Но у них почему-то рождаются тнормальные дети и много. Например, целых 17 сыновей! И их всех назвали в честь отца - Аурелиано! Зашибись. Но при этом каждый герой по своему одинок. Это наверное, самое понравившееся в книге. И ещё ход с несмываемыми крестами у семнадцати братьев. Книгу вымучал только из-за того, что мне было интересно, чем же это всё закончится. Все умерли и я рад. Больше ничего Маркеса читать не хочу. Смахнул утром пыть с ""Азазеля"" - перечитаю всего Акунина."|7
547|"C изрядным скепсисом скачал по рекомендации Минаева ""Духлесс"". Не проперло. Воистину, бездуховно и уныло. А вот его же ""Повесть о третьем сроке"" прочитал на ура. С трудом оторвался вчера вечером от книги, дочитал сегодня утром. О чем книга? Представьте себе, что Остапа Бендера научили словам ""медиа"" и ""политтехнолог"", а потом показали бабки которые в этом крутятся. Это, товарищи, не мильон у гражданина Корейко отнять! Тут-то комбинатору фишка и поперла. Небезынтересно, что действие книги происходило в июе 2007 года. А действующими лицами служили небезызвестные нам жжсты. ОльгаТТ выступает главной площадкой, Крылов помянут, некто молодой политик Яша, да кучу корреляций найдете. Глава шарашки, отдельно заметим, носит фамилию Вербицкий. Произошедшие в книге политические события, описаные весьма прозрачно, тоже слепому очевидны. А на ""ледорубе в жопу российской оппозиции"" я уже просто ржал. Книжка полезна тем, что показывает насколько смешно верить любым СМИ, насколько они пусты по своей природе. Отдельно она выигрывает по сравнению с ""Повестью о ненастоящем человеке"" мягким юмором и вставками любимого Дроздова со своим ""В мире животных"". Никакой жести, никакого сируфа или Путина, накрывшего страну своими кожистыми крылами. В их роли - Дроздов с игуанами, и летающий Парфенов. Пожалуй, еще выигрывает тем, что не пытается объяснить мир, или написать драму, а откровенно пишет современный плутовской роман в духе Ильфа и Петрова. Никакой жести и никаких наркотиков. Да и бандиты анекдотические. Может и не шедевр. Явно не Пелевин и не Болмат (и даже не Гаррос-Евдокимов etc etc...). Но прочел не без увлечения. Словом, сегодня буду качать и читать продолжение - ""Информационный террорист"". Речь там пойдет видимо о продолжении 2007-го года %) P.S. КТО ПИСАЛ описание книги? Уберите, пожалуйста, из него описание конца! Все удовольствие от чтения смазывает. Ну вы же люди со вкусом к чтению. Должны же понимать что так нельзя!"|7
548|Вообще я человек разносторонний - поэтому читаю все!!!! Что касается Донцовой - то я начала читать сразу, как только вышли ее книги... тогда привезли из Москвы, в моем городе ее произведения еще не продавали.... смешно, заразительно смешно, но вот что касается уже последних - то начинает уже преувеличивать.... если раньше смешные реальные эпизоды, то теперь выдуманные, которым не очень то и веришь ... а так чтобы расслабиться... можно и почитать|7
549|очень тяжело далась... и понимаешь, что это списано с реальности... просто жутко при чтении... нужно иметь крепкие нервы, читая сцены, в которых описывается поле боя.... долго время не могла выйти из депрессивного настроения|7
550|4 книга из 5 хороших доктора Синельникова. Как стать богатым и почему некоторые люди не могут стать богатыми. Рекомендую.|7
551|Не люблю детективы, но данное произведение прочитал судовольствием.|7
552|Книга похуже империи ангелов, захватывает, но немножко тягомотно. Сюжет развивается меделенно. Нормально, для сельской местности сойдет. Дыхание богов-вообще отстой!|7
553|Ничего сверхестественного.Средненько.Книга-прочиатл и забыл!!|7
554|В духе кажула.не очень|7
555|Слишком разрекламировали.ожидала чего то большего.так себе.|7
556|Раритет|7
557|Как произведение и стиль написания даже очень ничего.... скажем так показывает всю сущность барщины.... а вот, негатив вылился, когда узнала, что в некоторых школах ввели в обязательное прочтение, причем в 6 классе.... слава богу, кто -то добился и это произведение исключили....|7
558|Айболита знают все советские дети, однако не все советские дети в курсе, что Айболит - такой же попертый персонаж, как Гудвин или Буратино... Советую всем детям прочитать оригинал, не пожалеете. Я лично открыла его для себя в 10-ом классе. Можно подумать, что поздновато и все такое, однако нифига подобного - читалось замечательно и приятно... Не путать с одноименным фильмом - это Голливудская фигня мелкого пошиба!!!|7
559|Хорошая книга, заставляет задуматься. Может стать отправной точкой для людей ,которые только начинают задумываться о себе, жизни, и многих других философских вопросах. Прочитать, впитать некоторые мысли, но не перечитывать.|7
560|Хорошо. Но всего лишь сказка, не жизненно, ничему не учит.|7
561|"Городское фентези в весьма занимательном и многообещающем в смысле написания продолжений мире. Это не Москва, это отражения Москвы (или реальность только отражение того мира, который в книге?). Герои, безусловно спасают все человечество (правда сама угроза показалась мне слегка надуманной - все-таки главный злодей должен быть хоть сколько-нибудь равен главному герою, даже если автору хочется показать ничтожность, то и ничтожность должна быть равна благородству) и конечно же спасут, попутно найдя свою любовь и научившись доверять друг другу. Через апокалипсис (почти) в хеппи-энд (в полный рост). Динамичный, увлекательный сюжет (несмотря даже на вялую и малоправдоподобную злодейку, а также сомнительность связанной с ней основной сюжетной линии), интересные, привлекающие мысль читателя, герои (не только главные - а вообще все герои очень хорошо написаны), мелкие подробности, детали и ситуации - прекрасно и невозможно оторваться. Рекомендуется к чтению поклонникам городского фентези, которые видимо уже скоро начнут писать фанфики ""по мотивам""."|7
562|Совсем неплохо, но на любителя. Сюжета, как такового нет. Общие впечатления от книги - НОСТАЛЬГИЯ. Лучше читать тем кому в принципе нравится Мураками.|7
563|"Уж если начали читать ""Дозоры"", нужно прочитать все. Из 4х книг - это самый неинтересный. Но оценила довольно высоко. Почитать стоит. Но сказать, что гениально - это слишком."|7
564|"Читала, когда была подростком. Действительно, книжка жуткая. Но разве не ради этого люди читают Кинга? Не лучшее его произведение, но очень приличное. И если увлеклись этим автором, то ""Кладбище"" прочитать просто необходимо."|7
565|Страшно...грустно...жаль, что так в жизни тоже бывает. На увеселительное чтиво не похоже. Если есть желание подумать - читайте.|7
566|Признаюсь, до прочтения никогда не смотрела на мир моды в таком ракурсе... А Миранда в книге какая-то неадекватная получилась. При таком характере она просто не смогла бы вести дела.|7
567|Книгу не перечитывала, но вспомнила, и поняла, что оставляя ругательный отзыв, была неправа. Очень неправа. То ли меня взбесило, что я не получила добротного детектива, от которого просто невозможно оторваться, то ли просто настроение плохое было... Но вот что я хочу сказать: Маринина талантливый и достойный всяческого уважения писатель, пожалуй, единственный, достойный этого имени среди звезд эксмовского массолита. Но сейчас мне хотелось бы отметить не литературныедостоинства книги, а то уважение, с которым она относится к своим читателям. И дело даже не в том, что у нее не встречается жутких ляпов, и она всегда пишет о том, что знает. Она протягивает читателю руку помощи, подсказывает, как справится с той или иной проблемой, подбадривает его, вселяет надежду. Ты сам себя спасешь, а не олигарх, не дядя из Парижа, говорит она. Остальные бабы-детективщицы поступают с точностью до наоборот. Даже их почитательницы единодушно признаются, что это способ скоротать вечерок, отвлечься от постылой реальности, и авторши, делая хорошую мину при плохой игре, вторят - о, ес, это сказки для взрослых, я не классик и никогда им не буду. Типа скромные. А что позволяет нам оторваться от реальности? Наркотик.|7
568|в свое время было поразительно иметь дело с этим текстом, ничего подобного раньше не было (разве что джойс?), буквально щупал его глазами, и вслух на язык пробовал. на сербском, наверное, вообще высокая поэзия. хорошо читать в путешествии в стамбул или по балканам.|7
569|Книга довольно заурядно написана. Идея как таковая рассчитана на массы. Если очень постараться, можно разглядеть хоть какую-то глубину мысли. Но, честно говоря, произведение этого не стоит.|7
570|Читалось довольно приятно, чувствовались некоторые веяния от Икебода Крейна и его безголового всадника. Однако шестое чувство говорило, что разгадки в таких условиях для работы конестабль не найдет. Атмосфера такая мрачноватая, главный герой не блещет ни силой, ни красотой, подвержен порокам- в общем он человечен. Нет фанфар каких-то и дифферамб, мы видим заработавшего свое положение трудом человека, измотанного жизньюю Но это настоящий человек, не бутафория, а потому и интересно следить за ним, интересно идти за ним по его пути.|7
571|Тэффи - мастер замечать смешное в трагичном, она блестяще сочетает юмор и грусть|7
572|Интересная книга. Возможно, немного простая и наивная, но стоит того, чтоб ее прочитать.|7
573|Они лежали рядом, и все, что было защищено, теперь осталось без защиты. Где раньше была шершавая ткань, все стало гладко чудесной гладкостью, и круглилось, и льнуло, и вздрагивало, и вытягивалось, длинное и легкое, теплое и прохладное, прохладное снаружи и теплое внутри, и крепко прижималось, и замирало, и томило болью, и дарило радость, жалобное, молодое и любящее, и теперь уже все было теплое и гладкое и полное щемящей, острой, жалобной тоски... Наиболее запомнившийся отрывок. Зацепило так сказать|7
574|Меня заинтерисовал один вопрос автора: если бы описанное в книге про кровь христову было правдой и были бы доказательства этой правды, то при каких условиях стоило бы предъявлять последние миру?|7
575|Диетический Сорокин. Вкусно и полезно в возрасте до 35 лет.|7
576|"У Перумова есть что-то подобное. Более лаконичное, но и, как следствие, менее грандиозное. Зато - динамика. В связи с возможностью сравнения, Перумовский аналог мне понравился больше. Поэмы на 3 листа и занудное описания - должны были заставить проникнуться духом мира книги, а на деле конкретно утомляли.Когда полкниги описаний и стихов просто перелистываешь, то уже оказывается что и читать-то нечего, кроме что разве глаголов. Существует мнение, что есть 2 разных перевода, ну и споры на тему какой из них правильный. Какой бы ни был, ИМХО, все одно затянут. И это, на мой взгляд, главный недостаток. Пионерство темы -главная заслуга. вот так вот плюс на минус итого ""нормально""."|7
577|"Ну да. да. Но не ""А!"". Как отточеный карандаш на постаменте. Зачем?!"|7
578|Какие яркие контрастные и противоречивые образы находят гармонию в самовыражении, в любви друг к другу и миру в целом, в прощешии и обожании...Мне это напоминает философию Руми (Мевляны), провозглашающую любовь двигателем жизни.|7
579|не лучшая книга в этой серии, но если вы уже начали, то стоит прочитать.|7
580|немного нудно, но интересно|7
581|"Я себя настроил на состояние ""а я без мозгов"")понравилось)"|7
582|Литературный групповой портрет. Черты центральной фигуры особенно отчетливо показаны в отношениях с людьми, выписанными вокруг нее. Качественная, детально прорисованная картина старой школы.|7
583|Первая половина книги довольно таки хорошая, прослеживается параллель с Черным вороном, а второя - английская - полный бред! Полнейший. Затрудняюсь ставить оценку.|7
584|"Как-то не вдохновляют ее книги! Все читаю в ожидании, что получу какой-то заряд из историй про жизни моих подруг и знакомых... И ничего..( Но в общем,занимательно. Кстати, Оксана Робски очень точно и досконально описывает все типичные черты ""буржуйских"" жизней. ВСЕ ТАК И ЕСТЬ."|7
585|Книгу, к сожалению, не читала, а вот фильм смотрела. Знаете, понравилось. Хотя конец за уши притянут, особенно сцена, где герои бьются на мечах на крыше поезда... Вот тут проявился Бушков фантаст. А вобщем очень даже не плохо.|7
586|Наверно самая толковая книга из всей трилогии. ИМХО.|7
587|Неплохо, но не самое лучшее произведение автора...|7
588|Неплохо|7
589|Как обычно, продолжение оказалось хуже первой части. Ровно та же история, только на сей раз в коме находился Артур, а Лорен его спасала. Юмора, кстати, больше. Что в первой книге, что во второй очень впечатляет дружба Пола - для Артура он сделает все, он совершает самые немыслимые поступки, рискуя порой всем... короче говоря верный и преданный друг :) По прочтении осталось чувство, что третья часть все же будет - интересно, в ней Пол в коме будет находиться или Лорен уже на пару с Артуром?..|7
590|Совсем не похожая на другие книги вещь. Мистика, детектив, юмор и конечно же мелодрама. Основная мысль - настоящая любовь длится века. Читать было конечно интересно, но эта книга из разряда - прочел и забыл.|7
