|text|tensor|score
378|Фильму с Михалковым я бы дала все 10 баллов...|"[-10.168935  -10.913855  -10.228888  ...  -9.057605   -6.7793937
  -7.9317975]"|7
379|если хотите слегка улыбнуться и поднять настроение минут за 5, то это для вас.. а если вы еще и понимаете в компьютерах, то однозначно отдохнете|[-8.50487  -9.836731 -8.657899 ... -9.382472 -5.459566 -7.747066]|7
380|Только что прочитал. Первая книга прочитанная по рекомендации ИМХОклуба. Не разочаровала. Хотя обещали 10, я поставил 8. В начале кажеться детектив - ближе к концу понимаешь, что описана сложность выбора. Очень понравилось, что происходит в одном доме, практически в одной квартире. Понравилось то как просто и интересно описывают авторы быт. Как обычно не все в конце понятно, не все объяснено, но это плюс.|[-7.28027   -8.044443  -8.71272   ... -9.105331  -1.5729676 -5.61627  ]|7
381|"Подходящее ""внеклассное чтение"" по истории античного Рима. Интересно и со вкусом написано.Я имею в виду перевод Г.Островской."|[-6.7618785 -8.7127075 -8.235461  ... -7.553943  -4.9765196 -5.5062437]|7
382|Настоящее литературное произведение - цельное, все как надо, привет тарантине. Хотя курицынский Матадор и круче в этой области. Для времени выхода было чрезвычайно заметным явлением.|[-7.4300437 -7.441802  -7.3249555 ... -8.5188875 -3.3158607 -4.7554593]|7
383|Последовательное, полное, но сухое изложение истории ислама. Пожалуй, больше подойдет серьезным любителям истории или исследователям, чем просто интересующимся историей ислама.|[-7.9096    -7.664403  -7.1179147 ... -3.2474945 -4.7352443 -6.634231 ]|7
384|Первая половина - отлично. Вторую можно не читать. Я понимаю, что надо бичевать и клеймить, но не так же прямолинейно!|[-8.2817955 -9.528833  -9.593793  ... -9.912972  -3.4003723 -9.145639 ]|7
385|Конечно, к фэнтези эта книга мало отношения имеет..|[ -9.984485 -12.533927 -10.742206 ... -10.030424  -6.653072  -5.267233]|7
386|отчасти перекликается с На западном фронте без перемен, но затянута|[-6.2998505 -9.199255  -7.526457  ... -6.397924  -4.856116  -6.548174 ]|7
387|Прочитала на волне выхода Ночного дозора всю трилогию. Мне понравилось, хотя были нудноватые моменты.|[-8.067486  -8.892613  -8.415823  ... -9.244196  -3.1907558 -7.0607867]|7
388|Спокойное произведение без особых сюжетных поворотов, для тех, кого притягивают семейные истории. Книга больше для женщин.|[-7.778255  -8.267159  -8.360467  ... -9.371739  -3.7757905 -7.3643575]|7
389|Будет интересно детям, но мне уже не интересно. Приелся он мне, этот Гарри.|"[ -9.711544  -10.997534  -10.657898  ...  -8.269624   -5.0226164
  -8.65688  ]"|7
390|Начало интересное, потом почему-то становится скучно. Прочитала скорее из чувства долга, памятуя о прочитанных ранее хороших произведениях этого автора.|[ -9.457332 -10.063283  -9.044971 ...  -9.635498  -3.764966  -5.984184]|7
391|У Макиавелли явно был талант драматурга. Пришло же ему в голову потрудиться и написать такую простенькую сказочку-пьеску, а как мило и забавно и все на своем месте...|[ -7.868417  -9.287932  -8.854889 ... -10.404813  -4.643075  -7.15188 ]|7
392|Вполне можно прочитать эту книгу. Много всего из нее узнаешь - и про дальние страны, и про иностранцев, и про Россию, и про русских, и про самого Гончарова. Сейчас это всё интересно и с исторической точки зрения. Гончаровский текст воспринимается без труда. Иногда становится скучновато, но не часто.|[-8.780858  -8.385101  -8.520935  ... -7.4339137 -5.188636  -8.24556  ]|7
393|Вполне нормально в рамках своего жанра. Марина Влади оказалась действительно не без способностей и в литературе.|[-8.079887  -9.271999  -9.451938  ... -8.533297  -3.9353485 -7.794461 ]|7
394|Можно не читать|"[-10.574997  -11.570733  -11.32615   ... -11.035427   -6.0106626
  -1.8323036]"|7
395|"Разочаровался к последней четверти книги. Первая половина - восторг и изумление. На фоне грязного потока современной русской фантастики, написанной левой задней ногой языком семиклассника, Стругацкий - это очень вкусно! Какие словечки, какие образы, богатейшая палитра. И чем ближе к реальности, чем проще описываемая ситуация, тем сильнее эффект. Кусок про блокадный Ленинград - самый сильный в книге. А вот с фантастикой дело обстоит сложнее. Во-первых, основа сюжета принципиально ничем не отличается от ""Дьявола среди людей"", во-вторых, последняя четверть явно смазана, как в анекдоте ""ай, чёрт, ничего не получилось"" - длинный красивый пролог на три четверти книги приводит к скомканному финалу, который, в третьих, настолько по-стругацки стандартно обрывается ничем, что даже не смешно. Да и описанные в книге кусочки ""будущего"", которое для нас уже прошлое, не вызывают ощущения футурологической ценности."|[-7.4934287 -8.669054  -8.313432  ... -7.4745073 -3.4064963 -7.3490233]|7
396|рекомендую школьникам,начиная с 7 класса.|[-6.931951  -8.303938  -8.600861  ... -8.199062  -4.4179173 -2.8372176]|7
397|название уже обо всем говорит, что Вы еще хотите?|"[ -8.726607  -10.467249   -8.587257  ...  -9.339339   -1.638475
  -6.5959873]"|7
398|"отлично меткие такие разговоры,притом-привсем совсем запросто и без заминок.а если серьезно, то если Вы этим конкретно не интересуетесь, наверное будет неинтересно. во всяком случае можно полистать один ""разговор"" и иметь свое на этот счет представленице такое,ну совсем-провсем секое.. во блин.. опять понесло..."|[-7.077106  -8.54852   -7.9947734 ... -7.8529243 -3.4757402 -8.388379 ]|7
399|"остров утопия (это слово придумал автор,в переводе с греческого примерно ""несуществующая (пока еще) земля"", не путать с neverland :) находиться далеко от остального мира и правят там мудрецы. это идеальное государство. основная тема - описание законов,нравов и вообще острова утопии."|"[ -9.361738  -10.536997   -9.895565  ...  -8.7707205  -5.347725
  -7.8655267]"|7
400|На самом деле там очень много всего вмещается - от кухни до гостинной, в этой книжеце. Много интересных фактов, очень разнообразных, но и как-то очень удачно друг к другу подобранных. Текст хорош, как всегда у этих авторов.|[-8.184788 -8.464988 -8.140571 ... -8.385792 -4.41796  -4.569816]|7
401|похождения бравого просвященного, по воле рока сталкивающегося со всякими ведьмами и бандитами и терпящего много невзгод, однако в конце вознаграждаемого великой богиней.|[-8.62491  -8.717498 -8.794631 ... -8.068539 -5.191738 -7.658527]|7
402|наши злодеяния не уходят в небытие, и наше время здесь не безгранично. рекомендую школьникам после 5 класса.|"[ -9.25811    -9.946916  -10.179025  ...  -7.8167415  -5.832149
  -5.1438   ]"|7
403|стилистические игры замороченного ирландца, есть неплохой юмор, но в ограниченных количествах|[-8.411541  -9.25908   -9.461576  ... -7.010759  -3.1422246 -7.278331 ]|7
404|классика любовного романа.|"[ -7.375029   -8.182093   -7.958412  ... -10.098212   -4.603351
  -3.7484565]"|7
405|А взрослым интересно будет узнать, что решил сказать по этому поводу Ле Гофф(судя по всему, по просьбе Еврокомиссии).Впечатлительным лучше читать лёжа на диване, т.к. есть опасность упасть.|[-8.057134 -8.847834 -8.687574 ... -8.027046 -4.153269 -7.400009]|7
406|Сколько мы уже читали про Александра Македонского и про прекрасную Роксану! Прочтем еще и это и узнаем много интересного о том, какое в самом деле впечатление произвел Александр на Роксану, её сограждан и современников, и как они это передали своим потомкам, и как потомки это восприняли. Неожиданный, прямо скажем, ракурс.|[-9.465701 -9.196152 -8.660382 ... -6.999302 -5.17559  -6.064761]|7
407|"почему-то более известен ""Дневник.."", а ""Моя тайная жизнь"" - то куда интересней"|[-8.604522  -8.775175  -8.594054  ... -9.014183  -5.8387737 -8.238565 ]|7
408|"А вот пример, как время лишает нас возможности понять тех, кто жил задолго до нас. Но я не жалею потраченного времени. Во-первых, теперь я знаю, что это за феномен ""Миджнур"", так часто встречающийся на страницах восточных романов.Тут всё растолковано. Видимо, это можно рассматривать как первоисточник по этой теме. Во-вторых, интересный взгляд Низами на классических арабов. Откуда он это всё взял, и насколько это адекватно? Вы знаете, где познакомились Лейли и Меджнун по версии Низами? Присядьте... Они в школе вместе учились!Ну, дальше еще удивительнее..."|[-8.525462  -9.965486  -9.254878  ... -7.3004556 -5.439799  -8.712696 ]|7
409|Интересно ,в основном, как отличная библиография и путеводитель по мемуарам.|[-7.6142244 -7.3790374 -6.6300755 ... -5.17171   -3.4526496 -7.7067423]|7
410|СУПЕР.....я за месяц похудела и подкочала все мышцы....советую!!!!!!!!!!|"[-10.367146  -10.77415   -10.213332  ...  -8.821715   -4.8943844
  -6.669201 ]"|7
411|"Неплохая книга, ""аля восток"" так сказать..."|[-8.604699  -9.00192   -7.3524566 ... -6.4358854 -5.2181077 -8.850894 ]|7
412|Я бы не сказал,чтоб уж так сильно попортил,однако заметно хуже 1ой части,но лучше 2ой...7/10|[-7.5101566 -8.790285  -8.480458  ... -9.156662  -4.337776  -6.6053443]|7
413|Книга о молодежи, которой не к чему стремиться в стране где все благополучно.|"[-10.207165  -11.2187605 -10.60947   ...  -8.096433   -2.1459322
  -7.8954515]"|7
414|Нормальная книга,местами скучная,местами интересная...7/10|"[ -9.116119   -8.701584   -8.788716  ... -10.872989   -5.3952537
  -8.703591 ]"|7
415|"я бы лучше за ""реквием по живущему"" проголосовала - отличный роман..."|[-7.9006643 -9.214608  -7.503545  ... -7.2705746 -4.2177243 -6.6404305]|7
416|Это хорошее начало для того, чтобы популяризировать труды Андреева.|[-8.569394  -8.38132   -7.7288    ... -8.2426    -6.8976936 -4.770746 ]|7
417|Просто хорошая книга. С интересом прочитал. Но перечитывать когда-либо врятли буду.|[ -8.435501  -8.688874  -8.71746  ... -10.040401  -4.482968  -7.423154]|7
418|Хорошая книга с нестандартной логикой. Конец может быть покажется обидным, но все правильно, так и должно быть.|"[ -9.314806  -11.688192  -10.284027  ...  -6.87723    -4.2839384
  -7.5814815]"|7
419|"Сюжет интересный. Герои сильные, целеустремленные, способны и в одиночку на многое, как сестра, так и брат. Наследственность, наверное. Почему же их предки королевство прошляпили, если такие все сильные духом? Позабавил растерянный папаша-эльф, просящий Трогвара не убивать дочурку. Чего у Перумова не отнять, так это правдоподобности обстановки (своего рода ""бальзаковская"" дотошность деталей)"|[-8.108339  -9.193479  -9.014748  ... -7.1523466 -6.3289547 -8.180272 ]|7
420|Чистой воды концепт, в котором основную ценность представляет идея, конструкция. Можно было бы не останавливаться на книге, если бы не соль этой идеи. Книга посвящена, по сути, всем книгоманам мира, пожирателям литературы, для которых грань между литературой и жизнью уже неразличима, т.е. в какой-то степени и всем участникам имхоклуба - полагаю, всем здесь присутствующим литература сильно не безразлична.|[-8.007546  -8.215659  -7.833659  ... -6.493542  -5.223036  -5.1750855]|7
421|Хорошая книжка с интересным сюжетом. Написано с присущим Дивову юмором. Правда нет драйва. Все действие в рамках одного места и описываются в основном взаимоотношения героев. Чуть нуднее, нежели в Мастере собак (в Мастере.. правда и драйв есть)|[-6.9743457 -8.008283  -8.428519  ... -6.8036156 -2.8032956 -6.989315 ]|7
422|Восточный антураж и юмор - это, конечно, хорошо, но книга показалась слегка затянутой именно из-за того, что автор думал, как бы еще втиснуть в сюжет побольше этого самого колорита восточного и юмора.|"[ -9.4493685  -9.954063   -9.375141  ... -10.123555   -1.6909721
  -4.653477 ]"|7
423|Нормально, интересно, местами наивно. Добротная фантастика, но не шедевр, и до лучших произведений авторов не дотягивает|[-7.8746347 -8.301276  -7.806487  ... -8.032086  -4.0583067 -5.7028008]|7
424|Читала. Помнится с трудом, как переживала за бедную героиню. Не могла понять, как это она влюбилась в психа. Была заворожена ярким и чувственным описанием сцены бурного выплеска эмоций под фортепианную музыку психиатрического дома.|"[ -7.9215364  -9.606631   -9.01196   ... -10.075065   -5.3330503
  -7.0694695]"|7
425|Любопытно. Красивая сказка об умной проститутке, которая любила читать книги, не боялась эксперементировать и которой повезло влюбиться в красивого, богатого и умного человека.|"[ -9.068301   -9.423025  -10.127962  ... -11.231839   -6.4820895
  -7.910953 ]"|7
426|Любопытно, как живут все эти сексоголики, алкоголики. И какой странной может быть любовь. Гадкая история с вонючим, но счастливым концом. Интересно, что за фильм получился бы по этой книге, ведь здесь сплошь извращенцы.|[-8.3544445 -9.808432  -9.3642645 ... -7.891125  -4.054968  -7.021894 ]|7
427|Неплохое чтиво, чтобы скоротать время жарким летним днем на скучной работе. Манящая мистика, интернет - лабиринты. Почитайте, если будет свободная минутка и вам интересно, о чем пишут молодые.|[-8.231327  -8.645223  -8.481826  ... -9.32773   -4.5427594 -6.9840317]|7
428|можно рассматривать даже как сборник отличных историй. мне очень понравилось.|[-7.5384946 -8.541757  -7.7073226 ... -6.6726375 -2.1627007 -7.668112 ]|7
429|"Собственно о книге (в трех немелких томах): манифест капитализма; антиутопия; женский роман; философия. Люди черно-белые - Героиня и 3 Героя (с которыми героиня вступает в любовные отношения, естественно, последовательно) с одной стороны и остальные человеческие ничтожества. Герои общаются между собой в основном глазами: посмотрели друг на друга и все поняли, а читателю автор пространно объясняет, что именно они поняли. Вопреки стилю ""женского романа"" и, как следствие, непомерной раздутости объема, читается интересно. Ну, и прикольно, конечно, когда вид индустриального пейзажа середины ХХ века (""сияние"" домн и мартенов, гордо тянущиеся в небо дымы из труб) должны, по мнению автора, вызывать положительные эмоции."|[-7.314035  -8.917836  -8.553099  ... -8.747747  -5.856409  -6.2442427]|7
430|"не могу найти продолжения. Язык,конечно, никакой. Явно не ""великий и могучий"", но сюжет интересный!"|[-8.940828  -9.534378  -9.3007145 ... -6.888118  -8.470296  -8.52314  ]|7
431|"Очень неплохо. Эта книга у автора получилась хуже, чем ""Огненный факультет"", где сюжет более динамичный и логичный."|[-7.6273394 -8.368399  -7.4404473 ... -8.1422825 -3.5276093 -5.6211524]|7
432|Дневник мужчины, который просто живет.|"[ -9.39425   -10.812841   -8.795075  ...  -8.385183   -3.4045708
  -9.349166 ]"|7
433|"Это произведение интересно прочитать перед первым прочтением ""Лолиты""."|[-7.472201  -8.230619  -7.473866  ... -7.637364  -3.8012538 -4.7240353]|7
434|у него еще пара неплохих книжек.|[-5.600286  -8.392635  -5.7757816 ... -9.717446  -0.4655285 -3.8778086]|7
435|"Лучшая книга, которую я читал из этого цикла. Начало правда серенькое, но когда дело доходит до индейцев... В особенности понравилась глава ""Шекспировские страсти""."|"[ -9.745995  -10.156117  -10.204142  ...  -8.787837   -4.4053245
  -8.732132 ]"|7
436|довольно хорошо, только слишком моного жизнеописаний второстепенных героев|[-6.0291133 -6.1669917 -5.3875594 ... -7.151996  -1.7676578 -3.8411682]|7
437|Напоминает Брайдера с Чадовичем. Однако сюжет менее динамичный и более скучный.|[-6.4608145 -9.097134  -8.182529  ... -6.0653934 -4.55919   -4.9505363]|7
438|Сиквел, как правило, несколько менее удачен, чем оригинал, но в целом это все та же Филдинг и все та же Джоунс - обаятельнейшая недотепа, очень смешно попадающая в различные переделки. Софи Кинселла со своими шопоголиками - не идет ни в какое сравнение.|[-6.9264746 -8.539574  -8.15062   ... -9.3298025 -3.336932  -5.1991343]|7
439|вполне ничего, довольно легкое и увлекательное чтиво|[-8.456961  -8.1179    -8.578972  ... -8.392301  -5.887731  -2.9869373]|7
440|Книга о вине, войне и сыре.|[-6.916035  -7.5978765 -6.8891068 ... -4.4786587 -3.4940157 -4.768893 ]|7
441|Очень хорошо для тех кому до 17. В свое время читала с удовольствием.|[ -9.183906 -10.111324 -10.158603 ...  -9.972311  -3.417584  -6.990124]|7
442|Начало суперское, а потом завязли. Но это скорее логика жанра и логика бизнеса. Начинать всегда веселее чем потом тянуть лямку.|"[ -8.869297  -10.766757  -10.162986  ...  -9.617657   -3.5051305
  -8.8369465]"|7
443|Любопытные факты, нормальный гладкий текст.(Перевод С.Л. Соболя)Ну, и , читая, что Дарвин пишет о других(а он там пишет не только про геологические формации, флору и фауну, но и про встречных и попутчиков), узнаешь кое-что интересное и о нем самом. Правда, если читать перед сном, лежа в кровати, сразу засыпаешь.Объем труда - 41 печ.л., с картами и рисунками, на долго хватит.|[-7.7245417 -8.178245  -8.19326   ... -8.711239  -5.0895076 -7.7817235]|7
444|Книга неплохая, но чрезмерная популярность может испортить что угодно.|"[ -8.681688   -9.412346   -8.084245  ... -12.069922   -2.2037225
  -4.8560114]"|7
445|В этой книге есть потрясающе яркие описания ада, преисподней, а также переживаний похоти. Пожалуй, они и запоминаются лучше всего.|[-8.668036  -9.994721  -8.415363  ... -7.457963  -4.171809  -6.4965568]|7
446|Очень неплохо - собрание хорошо обработанных баек из жизни Ленинграда советского времени.|[-7.180268  -8.072082  -7.115314  ... -8.746972  -4.8555665 -7.8241754]|7
447|если вы равнодушны к мату, любите самобытность и относитесь критично к Москве, то этот рассказик для вас|"[ -9.798998  -10.161765   -9.741052  ...  -9.296341   -6.939863
  -6.3469944]"|7
448|Браун разбирается в истории как Клэнси - в советской военной технике :) Это не литература, это - продукция. Приемлемого качества, чтобы развеять скуку пару вечеров.|[-7.0578756 -8.21372   -7.894044  ... -8.294606  -5.0449047 -6.864961 ]|7
449|стандартный набор книжек малышек, но читается неплохо, друг погибшего мужа утешает молодую вдову.|[-7.733547  -8.876341  -8.450108  ... -6.7707915 -2.943107  -7.218371 ]|7
450|"После ""Просто вместе"" кажется очень надуманной."|[-8.94576   -9.955843  -9.132232  ... -9.434575  -3.1098201 -6.8201227]|7
451|"Третья книга автора, прочитанная мной (после ""Курения мака"" и ""Зубной феи""). И - столь же хорошая и другая. Мистика здесь - как у Маркеса, такой же элемент жизни, как дождь или любовь. И хотя она ближе к нам (по времени и пространству), но воспринимается столь же естественно."|"[ -8.961332  -10.196722   -9.602083  ...  -8.662933   -5.1978006
  -5.093962 ]"|7
452|"Понравились детали. Представляется все в красках, но нужно терпение, чтобы прочитать книгу. Хотя, есть и ""доступный"" вариант для маленьких.)))"|[-8.532226  -9.34709   -9.380409  ... -7.0406346 -4.257752  -7.3844857]|7
453|Отличная книга!! Очень динамичная, множество сюжетных линий сплетаются в одну, до конца книги не ясно, какая будет развязка. При это произведение в отдельные моменты заставляет задуматься о хитросплетении людских желаний и мотивов.|[-8.572082  -8.8383875 -8.2140665 ... -8.089184  -3.7359424 -5.319035 ]|7
454|в книге много интересных фактов, которые меня заинтересовали. Все они относятся к вопросу был ли Иисус и вообще имеет ли место религия как таковая. Самое главное, написано простым языком, чтоб понятно было даже самым далеким от таких вопросов людей. Не стоит и говорить, что это единственные для меня интересные места в книге. несмотря на очень сложный и неоднозначный,в смысле ответа вопрос (о религии, о Иисусе), книга легкая, без интересного сюжета, вполне для того, чтобы читать в метро. Кстати многие факты приведенные в книге вызывают споры, которые кипят еще до сих пор|"[ -9.45517   -10.0869875  -9.357723  ...  -7.4805884  -4.585985
  -5.8189363]"|7
455|"Нуу вобщем ничего особенного. Она так бысро кончилась, что я ничего толком не успела ни понять, ни почувствовать и уже с трудом вспоминаю сюжет.. ""...Я размышлял о том, что же, собственно, очеловечивает человека? Что это, собственно, значит - вести себя по человечески? К примеру, мы знаем, что собаки ведут себя по собачьи; ловят брошенный мяч, нюхают друг друга под хвостами и высовывают на ходу морды из автомобилей. Мы знаем и ка ведут себя кошки: кошки ловят мышей, трутся о вашу ногу, когда хотят есть. Так что же такого людского делают люди? И вот единственное, что пришло мне в голову из того, что делаю люди и не делают другие животные: люди курят. занимаются бодибилдингом и пишут книжки. Не так уж много, учитывая, какого мы о себе высокого мнения"""|"[ -8.489511  -10.350715   -9.781273  ...  -8.238882   -6.1560855
  -9.343437 ]"|7
456|Начало и конец неплохи, середина так себе. Есть ощущение, что некоторые эпизоды написаны ради эпатажа. Перечитывать точно не буду.|[-8.334302  -8.14157   -9.163868  ... -8.406114  -3.0868943 -5.354508 ]|7
457|"Хорошая книга, несмотря на ""похожесть"" космической и научной фантаститки, Гиперион и Падение Гипериона все-таки содержит какую-то изюминку. Читать по крайней мере интересно."|[-6.960627  -7.0328403 -7.718025  ... -9.264258  -2.3752563 -4.8730125]|7
458|Неплохой роман, светлый, но есть ощущение незавершенности, недоработанности|[ -9.712031 -10.93601   -9.493681 ...  -9.778915  -7.986971  -5.407526]|7
459|Автор раскрывает один из способов видения происходящих событий в мире. Это его версия. Принимать или не принимать дело читающего. Мне понравилось, прочитала легко, получила удовольствие. Не зациклилась. Живу дальше.|[-7.6861153 -9.633022  -8.82227   ... -9.614691  -4.158814  -6.3839183]|7
460|"Из-за того, что разорвано на 2 части - до сих пор не дочитала вторую половину... Из-за того же до сих пор не могу перейти к ""Четкам"". Но Акунина люблю и уважаю безмерно."|"[ -8.65976   -10.659571  -10.657434  ...  -7.819146   -3.9546628
  -5.521452 ]"|7
461|Понравилось чуть меньше, чем все остальное Фандоринское...|"[ -9.296504  -10.228829   -9.569659  ...  -8.34952    -6.2114506
  -5.120096 ]"|7
462|Интересно, но немного нудновато.|"[ -9.227859  -12.225794  -10.4483595 ... -11.35902    -7.7541113
  -7.0736117]"|7
463|Сюжет конечно захватывает так, что не оторваться, но на мой взгляд слишком уж все чернушно.|"[ -9.084453  -11.047986   -9.754753  ...  -8.725911   -5.8912535
  -8.425414 ]"|7
464|Удивительно, но Гришковцу удается очень точно описать то, что каждвый из нас хоть раз ощущал. Когда сам не знаешь, чего же тебе надо, но ясно осознаешь, что надо все менять|"[ -8.758574  -10.198965   -9.830354  ...  -8.212194   -5.116762
  -7.5328655]"|7
465|Слышала, что концовка произведения задумывалась другой, но когда книга была написана, автора напугала такая развязка, в результате чего он ее переписал на то, что мы теперь читаем|"[ -8.14445   -10.412714   -9.159161  ...  -9.871447   -3.8828728
  -8.590101 ]"|7
466|"Это произведение из серии ""серьезных"" книг. Прочитать стоит. Наводит на размышления: главный герой псих или нет? Прочитала давно, но так и не могу решить для себя. В одном отзыве прочитала, что о его бездуховности. Не знаю, не знаю..... Мне кажется, он все же псих"|[-8.043335  -8.951411  -8.837451  ... -8.998285  -4.9085674 -6.5006537]|7
467|Интересно... Несколько иной образ гейши, чем тот, к которому все привыкли! Считаю: если кто интересуется этой культурой, книга Кихару Накамуры заслуживает внимания.|[-8.303046  -9.088547  -8.372188  ... -7.454916  -5.2586384 -6.885807 ]|7
468|К положительному отнесу отсутствие глупых диалогов, присутствие эмоциональных переживаний героев. А так всё как всегда. Он, его дочь, Она, её пасынок и что-то типа проблем американских миллионеров.|[-7.885421 -7.919245 -8.124323 ... -8.032214 -4.589823 -5.926225]|7
469|Необычно пишет. Но потом надоедает|"[ -7.9570546 -10.042442   -8.333936  ...  -9.588858   -4.152035
  -5.0405965]"|7
470|Мне история показалась просто жуткой. Читала ее, когда моему ребенку было около года. И дело не в загадочной датуре, а в том, что взрослые беспощадны к детям. В общем, история о том, как бывает плохо, когда ребенка никто-никто -никто не любит. Любите детей! Хотя бы своих!|[-8.537333  -9.467739  -9.454754  ... -8.965902  -4.4004745 -8.367305 ]|7
471|Купила книжку, прочитав многочисленные хвалебные отзывы. Неплохо, но не для маленьких детей. И, по-моему, непедагогичная. Из логики развития событый, получается, что эти самые наглые зоки сели на шею милому Баде, и вроде как это правильно. В конце книги зоки вдруг перевоспитываются и становятся хорошими. Нет, своему ребенку читать не буду|[-7.4358706 -7.4740114 -7.411413  ... -7.6511245 -3.7045238 -5.3547487]|7
472|Хуже. чем Боги Марса. Но вполне вполне неплохо.|"[ -8.489893  -10.083145   -9.63891   ...  -6.955523   -5.5308223
  -7.138607 ]"|7
473|Начало было таким завлекательным, перевод вроде ничего. Но конец - просто дурацкий, ну никак не ожидала русской мафии в конце, тем более от Гибсона. Если придумать альтернативную концовку, или оставить открытым финал, может быть впечатление было бы лучше.|"[-7.632749   -8.616435   -8.213886   ... -8.822545   -0.87214136
 -7.6787677 ]"|7
474|Лучшая серия Гаррисона, по моему мнению. Сабж---2.Конные варвары---3.Этический инжинер. Читать обязательно как классику фантастики!. Прекрасный сюжет, живые герои, и вечные проблемы :). Одна из лучших прочитаных мною книг.|[-7.2313433 -7.7626104 -7.80246   ... -7.834948  -3.3120806 -6.4410596]|7
475|кажется у книги есть другое название «Люди, которые играют в игры»|[-7.43134   -9.120071  -9.117803  ... -5.502102  -5.1854978 -5.575084 ]|7
476|Нужна камасутра, прочти эту книгу.|[-8.370451  -9.099587  -7.702492  ... -7.432739  -3.3842323 -8.938293 ]|7
477|Просто хорошая книга для неторопливого чтения. Единственное есть один недостаток - это сон Обломова. по-моему очень нудно.|[-7.581009  -7.8381634 -7.390201  ... -7.0703816 -4.6952305 -6.5725703]|7
478|Как и положено сборникам эссеистики, книга очень неровна: замечательные страницы соседствует с чем-то удивительно сиюминутным и как-то неловким. Зато есть удивительно тонкие и мудрые вещи. Невероятно понравилась самая первая заметка, про Малевича. Чудовищно хорош некролог Бродского. Текст про прочитанные книги, с Лозинским, учительницей французского и американскими студентами и просто великолепен. Его-то, пожалуй, можно вынести в долгий эпиграф IMHO клуба... 90 годы оставили очевидное послевкусие, посему некоторые вещи постарели. Любите русскую словесность? тогда читайте!|[-7.611435  -8.696005  -8.481519  ... -7.5327177 -4.3490868 -6.2542205]|7
479|А куда делиись все отзывы? Ладно. Достаточно миленькое необременительное произведение. Рекомендуется к употреблению в тот период жизни, когда на работе или на учебе завал, или мозги дымятся по другой причине и вечерочком хочется отвлечся но сильно увлекаться нельзя. Для того что-бы расслабится - самое то. А так довольнос средне. Одним словом - миленько.|[-7.5113683 -8.328554  -8.229987  ... -7.7563133 -4.057988  -5.6987534]|7
480|"Читать только на отдыхе или если не хочется забивать голову серьезными размышлениями. Книга из серии ""убийца времени"""|[-8.518749  -9.102238  -9.656945  ... -9.120572  -3.1532166 -7.0360103]|7
481|Для лёгкого, ненапрягающего чтения.|[-7.86625   -7.4199395 -7.9084296 ... -5.848661  -3.5282142 -4.300325 ]|7
482|После книги можно и подумать.|"[-10.590175  -10.053458  -10.065801  ... -11.877112   -4.0770516
  -7.6538787]"|7
483|Очень легкая книжка, из тех, что читаются на одном дыхании, но и забываются через день...|[-7.616776  -8.6290045 -7.696686  ... -7.527855  -3.7752779 -6.553118 ]|7
484|Мне реально понравилось. Главная мысль романа - дороги, которые мы выбираем, расстановка жизненных приоритетов и т.п. Дамам понравится антураж - издательство модного журнала, громкие марки и все такое.|[-8.554805  -9.325434  -8.845738  ... -8.891441  -3.416415  -5.2334533]|7
485|"Думаю доля художественного вымысла в ней есть, но все равно ужас....Порылась вчера в новостях - нашла кучу ссылок на ""убийства чести"" - это просто кошмар......Как можно????? Книгу думаю почитать стоит, мне понравилось."|"[ -9.612591  -10.229977   -9.911357  ...  -8.30476    -2.7667103
  -6.6400757]"|7
486|Долгий-долгий водевиль с ностальгическим финалом.|[-7.6122518 -9.996909  -8.879576  ... -8.429267  -4.2372527 -4.9096966]|7
487|"Вся серия неплохая...Но мне больше понравился ""Лабиринт отражений"". Мне кажется, что в этом случае первая книга действительно сильнее."|[-8.525254  -8.801582  -8.064945  ... -7.803589  -1.3090997 -5.6074066]|7
488|Интересная книга на вечер (особенно когда чувствуешь себя одиноко...)|"[ -9.990873  -11.0273     -9.918353  ... -10.872644   -6.1361184
  -7.2691092]"|7
489|Интересно, но как-то слабее остальных.|"[ -9.410753  -10.515132  -10.993835  ...  -9.457084   -4.1939225
  -6.0370855]"|7
490|Верно режисеры сделали, так что несколько книг в один фильм сжали, иначе нудище было еще то. Как фантаст Лукьяненко слаб. Такого напридумывал, что сам запутался.|[-6.924945  -8.383032  -7.9334793 ... -7.301802  -3.1758595 -5.8579144]|7
491|Очень легкая, незапоминающаяся книга. Хороша для метро и ленивого вечера. Читается быстро - одной ночи хватит.|"[ -6.7622857  -7.706145   -8.310317  ... -10.173302   -2.817674
  -5.575597 ]"|7
492|Несколько пакостно, но в общем - впечатление неплохое. Особо понравилась защита в суде!|[-7.4470987 -8.379425  -7.1397667 ... -8.176341  -2.161948  -4.9692807]|7
493|"Мило, щемяще, смешно! Очень хорошее ""послевкусие"" :)))"|[-8.742133  -9.04752   -8.4088955 ... -8.395441  -4.7393765 -8.003221 ]|7
494|Kнижка неплохая, главная героиня понравилась. Но вот аннотация... Кроме имен героев, ничего общего с содержанием романа...|[-8.321764  -9.367432  -8.681119  ... -8.667286  -4.9425406 -6.1648526]|7
495|С одной стороны, достаточно предсказуемо и простенько, но с другое - раздражения не вызывает, вполне читабельно.|[-8.752496 -9.29294  -8.257229 ... -8.274054 -6.515355 -4.999957]|7
